,symbol,direction,lots,entry_price,sl,tp,entry_time,exit_time,exit_price,pnl,atr,status
0,EURGBP#,long,0.12,0.86607,0.8662775561233208,0.8667509907370664,2025-09-04 12:00:00+00:00,2025-09-04 12:45:00+00:00,0.86613,-1.0800000000006125,0.0002723962948265762,closed
1,EURGBP#,long,0.14,0.86613,0.8664466077146497,0.866711978131436,2025-09-04 12:45:00+00:00,2025-09-04 13:30:00+00:00,0.86631,0.4200000000009658,0.00023279125257441132,closed
2,EURGBP#,long,0.14,0.86631,0.8664097749822928,0.8668946606624207,2025-09-04 13:30:00+00:00,2025-09-04 14:15:00+00:00,0.86639,-0.9800000000004345,0.00023386426496827973,closed
3,EURGBP#,long,0.15,0.86639,0.8666582911688674,0.866958917970028,2025-09-04 14:15:00+00:00,2025-09-04 14:55:00+00:00,0.86662,1.199999999999287,0.0002275671880112239,closed
4,EURGBP#,long,0.14,0.86662,0.8664526009679046,0.8672149204710261,2025-09-04 14:55:00+00:00,2025-09-04 15:05:00+00:00,0.86626,-7.139999999998824,0.00023796818841048174,closed
5,EURGBP#,long,0.13,0.86626,0.8665332450169411,0.8669093191816502,2025-09-04 15:05:00+00:00,2025-09-04 15:35:00+00:00,0.86649,1.0399999999993816,0.0002597276726600507,closed
6,EURGBP#,long,0.1,0.86649,0.8665736854698843,0.867300232655088,2025-09-04 15:35:00+00:00,2025-09-04 16:40:00+00:00,0.86653,-1.0999999999996002,0.00032409306203524306,closed
7,EURGBP#,long,0.11,0.86653,0.8668581448964056,0.8672494790253771,2025-09-04 16:40:00+00:00,2025-09-04 17:50:00+00:00,0.86685,1.8699999999998564,0.0002877916101508096,closed
8,EURGBP#,long,0.11,0.86685,0.8664083149553,0.8675861417411668,2025-09-04 17:50:00+00:00,2025-09-04 18:05:00+00:00,0.86607,-10.230000000000032,0.00029445669646669504,closed
9,EURGBP#,long,0.1,0.86607,0.8666894301646415,0.8668558612993233,2025-09-04 18:05:00+00:00,2025-09-04 19:20:00+00:00,0.86693,7.099999999999719,0.00031434451972934445,closed
10,EURGBP#,long,0.14,0.86693,0.8669524649689694,0.8675314245883962,2025-09-04 19:20:00+00:00,2025-09-04 20:05:00+00:00,0.86677,-4.339999999999133,0.00024056983535848583,closed
11,EURGBP#,long,0.16,0.86677,0.8668798433371374,0.8672714466867878,2025-09-04 20:05:00+00:00,2025-09-04 21:10:00+00:00,0.86683,-1.4400000000008166,0.00020057867471511104,closed
12,EURGBP#,long,0.2,0.86683,0.8671375914635445,0.8672464351102167,2025-09-04 21:10:00+00:00,2025-09-04 22:05:00+00:00,0.86728,6.000000000001229,0.00016657404408667478,closed
13,EURGBP#,short,0.23,0.86728,0.8672030050033764,0.8669239786588612,2025-09-04 22:05:00+00:00,2025-09-04 22:50:00+00:00,0.86722,-2.0699999999986205,0.00014240853645556734,closed
14,EURGBP#,short,0.27,0.86722,0.8669841883898545,0.8669132975902961,2025-09-04 22:50:00+00:00,2025-09-04 23:55:00+00:00,0.86687,5.399999999998959,0.0001226809638815519,closed
15,EURGBP#,long,0.29,0.86687,0.8666987174152183,0.8671554709746362,2025-09-04 23:55:00+00:00,2025-09-05 00:00:00+00:00,0.86657,-13.05000000000226,0.00011418838985446411,closed
16,EURGBP#,long,0.25,0.86657,0.8668093958993385,0.8668975801907336,2025-09-05 00:00:00+00:00,2025-09-05 00:20:00+00:00,0.86694,5.500000000002313,0.00013103207629343614,closed
17,EURGBP#,long,0.25,0.86694,0.8669207036070826,0.8672665102516541,2025-09-05 00:20:00+00:00,2025-09-05 00:40:00+00:00,0.86691,-4.500000000002139,0.00013060410066161558,closed
18,EURGBP#,long,0.25,0.86691,0.8671288265594319,0.867235013908202,2025-09-05 00:40:00+00:00,2025-09-05 01:00:00+00:00,0.86727,5.250000000000675,0.00013000556328083147,closed
19,EURGBP#,short,0.23,0.86727,0.8669984133415568,0.8669170663985798,2025-09-05 01:00:00+00:00,2025-09-05 03:05:00+00:00,0.86691,4.830000000000618,0.00014117344056808917,closed
20,EURGBP#,long,0.37,0.86691,0.8669127308574754,0.8671310333538922,2025-09-05 03:05:00+00:00,2025-09-05 03:50:00+00:00,0.86671,-12.949999999999186,8.841334155688802e-05,closed
21,EURGBP#,long,0.32,0.86671,0.8668562899759015,0.8669679462237176,2025-09-05 03:50:00+00:00,2025-09-05 04:00:00+00:00,0.86697,3.5200000000012146,0.00010317848948707444,closed
22,EURGBP#,long,0.29,0.86697,0.8671769514588378,0.8672542750602464,2025-09-05 04:00:00+00:00,2025-09-05 04:45:00+00:00,0.86729,4.929999999999621,0.00011371002409855069,closed
23,EURGBP#,short,0.29,0.86729,0.8674595728117435,0.8670073786470943,2025-09-05 04:45:00+00:00,2025-09-05 04:55:00+00:00,0.8675,-10.44000000000126,0.00011304854116228579,closed
24,EURGBP#,short,0.26,0.8675,0.8672568033121295,0.8671878162824436,2025-09-05 04:55:00+00:00,2025-09-05 06:00:00+00:00,0.86715,5.200000000001884,0.00012487348702258763,closed
25,EURGBP#,long,0.31,0.86715,0.8673257528630732,0.8674170082803238,2025-09-05 06:00:00+00:00,2025-09-05 06:25:00+00:00,0.86743,4.030000000001797,0.00010680331212951868,closed
26,EURGBP#,short,0.32,0.86743,0.8673850524040972,0.8671693821576831,2025-09-05 06:25:00+00:00,2025-09-05 08:05:00+00:00,0.86741,-4.159999999999361,0.00010424713692677376,closed
27,EURGBP#,long,0.37,0.86741,0.8673911451404785,0.8676302776013829,2025-09-05 08:05:00+00:00,2025-09-05 08:50:00+00:00,0.86734,-8.140000000000537,8.811104055314534e-05,closed
28,EURGBP#,short,0.33,0.86734,0.8670537051848863,0.8670934583396789,2025-09-05 08:50:00+00:00,2025-09-05 09:00:00+00:00,0.86692,8.909999999999208,9.861666412846841e-05,closed
29,EURGBP#,long,0.25,0.86692,0.8668144166140341,0.8672542629622157,2025-09-05 09:00:00+00:00,2025-09-05 09:10:00+00:00,0.86672,-8.74999999999945,0.00013370518488627631,closed
30,EURGBP#,long,0.22,0.86672,0.8666615864799683,0.8670901042888493,2025-09-05 09:10:00+00:00,2025-09-05 09:25:00+00:00,0.86659,-6.16000000000164,0.000148041715539703,closed
31,EURGBP#,long,0.21,0.86659,0.8669728502760449,0.8669756028143593,2025-09-05 09:25:00+00:00,2025-09-05 09:55:00+00:00,0.86715,8.610000000000102,0.00015424112574369993,closed
32,EURGBP#,short,0.19,0.86721,0.867471744258366,0.8667737595693901,2025-09-05 10:00:00+00:00,2025-09-05 10:05:00+00:00,0.86751,-8.549999999999372,0.00017449617224398308,closed
33,EURGBP#,short,0.17,0.86751,0.8672472135916833,0.8670424196001479,2025-09-05 10:05:00+00:00,2025-09-05 11:15:00+00:00,0.86728,1.359999999999192,0.0001870321599408466,closed
34,EURGBP#,long,0.15,0.8671,0.8672319544240039,0.8676357037036695,2025-09-05 11:25:00+00:00,2025-09-05 12:35:00+00:00,0.86712,-1.9499999999997,0.00021428148146782202,closed
35,EURGBP#,long,0.15,0.86712,0.866837663582152,0.8676661233416896,2025-09-05 12:35:00+00:00,2025-09-05 13:05:00+00:00,0.86682,-6.749999999999504,0.0002184493366758224,closed
36,EURGBP#,long,0.16,0.86682,0.8671332029165786,0.8673214688170396,2025-09-05 13:05:00+00:00,2025-09-05 13:30:00+00:00,0.86734,5.919999999999439,0.00020058752681584844,closed
37,EURGBP#,short,0.16,0.86734,0.8670871839328153,0.8668230072914465,2025-09-05 13:30:00+00:00,2025-09-05 14:30:00+00:00,0.86723,-0.6399999999991286,0.00020679708342141265,closed
38,EURGBP#,long,0.16,0.86712,0.8677809303678782,0.8676330623041553,2025-09-05 14:35:00+00:00,2025-09-05 14:55:00+00:00,0.86804,12.32000000000051,0.00020522492166212758,closed
39,EURGBP#,short,0.13,0.86804,0.8678075691359936,0.8673923259196955,2025-09-05 14:55:00+00:00,2025-09-05 15:30:00+00:00,0.86781,1.040000000000825,0.00025906963212183216,closed
40,EURGBP#,short,0.08,0.86781,0.8671572469864703,0.8667370716485864,2025-09-05 15:30:00+00:00,2025-09-05 16:10:00+00:00,0.86669,7.760000000000079,0.00042917134056543897,closed
41,EURGBP#,long,0.07,0.86669,0.8670598853219543,0.8678581174661759,2025-09-05 16:10:00+00:00,2025-09-05 17:05:00+00:00,0.86702,1.260000000000367,0.00046724698647038367,closed
42,EURGBP#,long,0.07,0.86702,0.8678081448850693,0.8681809805026061,2025-09-05 17:05:00+00:00,2025-09-05 18:10:00+00:00,0.86819,7.140000000000031,0.0004643922010424402,closed
43,EURGBP#,short,0.09,0.86819,0.8681478372016226,0.8672353622126734,2025-09-05 18:10:00+00:00,2025-09-05 18:50:00+00:00,0.86842,-3.4199999999995723,0.00038185511493067274,closed
44,EURGBP#,short,0.09,0.86842,0.8677767825611657,0.8675380056281533,2025-09-05 18:50:00+00:00,2025-09-05 20:00:00+00:00,0.86751,6.839999999999698,0.00035279774873865074,closed
45,EURGBP#,long,0.12,0.86751,0.8676425548128066,0.8681769564029143,2025-09-05 20:00:00+00:00,2025-09-05 20:50:00+00:00,0.86757,-1.0800000000006125,0.00026678256116570247,closed
46,EURGBP#,short,0.15,0.86757,0.8675260021900428,0.8670230837163815,2025-09-05 20:50:00+00:00,2025-09-05 21:40:00+00:00,0.86753,-1.6500000000010653,0.0002187665134473752,closed
47,EURGBP#,short,0.17,0.86753,0.8674800216321397,0.8670478774111169,2025-09-05 21:40:00+00:00,2025-09-05 22:55:00+00:00,0.86771,-5.609999999999285,0.00019284903555325404,closed
48,EURGBP#,short,0.19,0.86771,0.8667563247907587,0.8672857186756174,2025-09-05 22:55:00+00:00,2025-09-08 00:00:00+00:00,0.86649,20.329999999999977,0.00016971252975301942,closed
49,EURGBP#,long,0.13,0.86649,0.8669184126942954,0.867155811976897,2025-09-08 00:00:00+00:00,2025-09-08 00:05:00+00:00,0.86722,7.54000000000011,0.0002663247907587683,closed
50,EURGBP#,long,0.11,0.86722,0.8677408999972244,0.8679739682642614,2025-09-08 00:05:00+00:00,2025-09-08 01:05:00+00:00,0.86805,7.47999999999997,0.00030158730570456927,closed
51,EURGBP#,short,0.11,0.86805,0.868036334613249,0.867277249993061,2025-09-08 01:05:00+00:00,2025-09-08 02:40:00+00:00,0.86806,-1.7600000000007208,0.0003091000027756057,closed
52,EURGBP#,short,0.19,0.86806,0.8678305518456189,0.8676200268531755,2025-09-08 02:40:00+00:00,2025-09-08 03:50:00+00:00,0.86785,1.1400000000008261,0.00017598925872979698,closed
53,EURGBP#,long,0.23,0.86785,0.8676997403772505,0.8682218528304794,2025-09-08 03:50:00+00:00,2025-09-08 03:55:00+00:00,0.86784,-3.6800000000015074,0.00014874113219173304,closed
54,EURJPY#,long,0.01,172.695,172.7724606645442,172.8545481641638,2025-09-04 12:05:00+00:00,2025-09-04 13:55:00+00:00,172.759,63.84999999999296,0.06381926566552228,closed
55,EURJPY#,short,0.01,172.759,172.7367001005007,172.63453368554906,2025-09-04 13:55:00+00:00,2025-09-04 15:00:00+00:00,172.767,-8.150000000009777,0.04978652578037634,closed
56,EURJPY#,long,0.01,172.767,172.69392937575265,172.8991132191275,2025-09-04 15:00:00+00:00,2025-09-04 15:10:00+00:00,172.673,-94.1499999999941,0.05284528765100622,closed
57,EURJPY#,long,0.01,172.673,172.71691034745814,172.81334252057425,2025-09-04 15:10:00+00:00,2025-09-04 15:40:00+00:00,172.692,18.85000000000546,0.05613700822969516,closed
58,EURJPY#,long,0.01,172.692,172.8325134330355,172.89404274591297,2025-09-04 15:40:00+00:00,2025-09-04 16:15:00+00:00,172.914,221.84999999997999,0.0808170983651796,closed
59,EURJPY#,short,0.01,172.914,172.92150784893505,172.71028358258874,2025-09-04 16:15:00+00:00,2025-09-04 17:30:00+00:00,172.947,-33.15000000001546,0.08148656696449443,closed
60,EURJPY#,long,0.01,172.947,173.0853125158553,173.14489319477067,2025-09-04 17:30:00+00:00,2025-09-04 18:40:00+00:00,173.153,205.84999999998888,0.0791572779082693,closed
61,EURJPY#,short,0.01,173.153,173.03414552221895,172.98378128963822,2025-09-04 18:40:00+00:00,2025-09-04 19:55:00+00:00,172.983,169.8499999999875,0.06768748414470556,closed
62,EURJPY#,long,0.01,172.983,173.00914284687178,173.11086380554735,2025-09-04 19:55:00+00:00,2025-09-04 21:45:00+00:00,172.994,10.84999999999568,0.05114552221894186,closed
63,EURJPY#,short,0.01,172.994,173.00675080687444,172.90706302450673,2025-09-04 21:45:00+00:00,2025-09-04 22:10:00+00:00,173.009,-15.149999999986358,0.03477479019730809,closed
64,EURJPY#,short,0.01,173.009,172.98497672513727,172.9288228780385,2025-09-04 22:10:00+00:00,2025-09-04 22:55:00+00:00,172.992,16.84999999999591,0.03207084878459853,closed
65,EURJPY#,long,0.01,172.992,172.99321284486587,173.0673579916862,2025-09-04 22:55:00+00:00,2025-09-04 23:40:00+00:00,172.974,-18.15000000000068,0.0301431966744825,closed
66,EURJPY#,short,0.01,172.974,172.9238359256481,172.89961719480254,2025-09-04 23:40:00+00:00,2025-09-05 00:00:00+00:00,172.892,81.84999999999363,0.029753122078974594,closed
67,EURJPY#,short,0.01,172.892,172.86336208539242,172.81241018587974,2025-09-05 00:00:00+00:00,2025-09-05 00:40:00+00:00,172.866,25.84999999998204,0.03183592564810549,closed
68,EURJPY#,long,0.01,172.866,172.93719418842116,172.9726467436025,2025-09-05 00:40:00+00:00,2025-09-05 01:00:00+00:00,172.98,113.84999999997589,0.042658697440991475,closed
69,EURJPY#,short,0.01,172.98,172.99007113659871,172.8729854710529,2025-09-05 01:00:00+00:00,2025-09-05 01:45:00+00:00,172.992,-12.150000000000457,0.042805811578826465,closed
70,EURJPY#,short,0.01,172.992,172.92765747972612,172.89232134920974,2025-09-05 01:45:00+00:00,2025-09-05 02:30:00+00:00,172.888,103.84999999998497,0.039871460316105264,closed
71,EURJPY#,long,0.01,172.888,172.96415622281648,172.98714369931528,2025-09-05 02:30:00+00:00,2025-09-05 02:55:00+00:00,173.008,119.85000000000454,0.03965747972611035,closed
72,EURJPY#,short,0.01,173.008,172.92129838865603,172.8983905570412,2025-09-05 02:55:00+00:00,2025-09-05 03:10:00+00:00,172.868,139.85000000001477,0.04384377718351678,closed
73,EURJPY#,short,0.01,172.868,172.79128862462545,172.73475402835987,2025-09-05 03:10:00+00:00,2025-09-05 03:50:00+00:00,172.727,140.84999999999113,0.05329838865604398,closed
74,EURJPY#,long,0.01,172.727,172.87459494311992,172.8877215615636,2025-09-05 03:50:00+00:00,2025-09-05 05:00:00+00:00,172.935,207.8499999999984,0.06428862462544652,closed
75,EURJPY#,short,0.01,172.935,172.9037258412477,172.78398735779982,2025-09-05 05:00:00+00:00,2025-09-05 06:40:00+00:00,172.935,-0.15000000000000002,0.06040505688007617,closed
76,EURJPY#,long,0.01,172.935,172.93888945074974,173.03104167309772,2025-09-05 06:40:00+00:00,2025-09-05 07:30:00+00:00,172.937,1.8500000000095498,0.038416669239086265,closed
77,EURJPY#,short,0.01,172.937,172.92677431574683,172.8508457755988,2025-09-05 07:30:00+00:00,2025-09-05 08:35:00+00:00,172.95,-13.149999999976808,0.03446168976048997,closed
78,EURJPY#,long,0.01,172.95,172.97505423410811,173.0305384565056,2025-09-05 08:35:00+00:00,2025-09-05 09:00:00+00:00,172.975,24.85000000000569,0.032215382602245886,closed
